TimeStamp, Build, Success, Failed, Skipped
2018-12-18,48,100.0,0.0,0.0
2018-12-18,49,100.0,0.0,0.0
2018-12-19,50,100.0,0.0,0.0
2018-12-20,51,100.0,0.0,0.0
2018-12-21,52,100.0,0.0,0.0
