TimeStamp, Build, Success, Failed, Skipped
2018-12-18,44,100.0,0.0,0.0
2018-12-19,45,81.82,18.18,0.0
2018-12-19,46,100.0,0.0,0.0
2018-12-20,47,30.0,20.0,50.0
2018-12-21,48,100.0,0.0,0.0
